year,state,pct,sex,median_wage,STATEFP,NAME,region,value
2005,IN,0.7262649049307122,Female,563.4,18,Indiana,indiana,0.7262649049307122
2005,KS,0.7240461847389558,Female,576.92,20,Kansas,kansas,0.7240461847389558
2005,KY,0.7379972565157751,Female,538,21,Kentucky,kentucky,0.7379972565157751
2005,LA,0.6501950585175552,Female,500,22,Louisiana,louisiana,0.6501950585175552
2005,MA,0.6727207404816156,Female,711.53,25,Massachusetts,massachusetts,0.6727207404816156
2005,MD,0.7410693641618498,Female,769.23,24,Maryland,maryland,0.7410693641618498
2005,ME,0.7502210663198959,Female,576.92,23,Maine,maine,0.7502210663198959
2005,MI,0.7032967032967034,Female,640,26,Michigan,michigan,0.7032967032967034
2005,MN,0.7075962539021852,Female,680,27,Minnesota,minnesota,0.7075962539021852
2005,MO,0.6995,Female,559.6,29,Missouri,missouri,0.6995
2005,MS,0.685,Female,479.5,28,Mississippi,mississippi,0.685
2005,MT,0.7142857142857143,Female,494.5,30,Montana,montana,0.7142857142857143
2005,NC,0.728000728000728,Female,560,37,North Carolina,north carolina,0.728000728000728
2005,ND,0.7041681336836118,Female,520,38,North Dakota,north dakota,0.7041681336836118
2005,NE,0.6971125,Female,557.69,31,Nebraska,nebraska,0.6971125
2005,NH,0.6659729448491155,Female,640,33,New Hampshire,new hampshire,0.6659729448491155
2005,NJ,0.727530747398297,Female,769,34,New Jersey,new jersey,0.727530747398297
2005,NM,0.7216400000000001,Female,541.23,35,New Mexico,new mexico,0.7216400000000001
2005,NV,0.7668187499999999,Female,613.4549999999999,32,Nevada,nevada,0.7668187499999999
2005,NY,0.719045787663184,Female,673.07,36,New York,new york,0.719045787663184
2005,OH,0.7425742574257426,Female,600,39,Ohio,ohio,0.7425742574257426
2005,OK,0.6369523809523809,Female,501.6,40,Oklahoma,oklahoma,0.6369523809523809
2005,OR,0.7035294117647058,Female,598,41,Oregon,oregon,0.7035294117647058
2005,PA,0.6876691101972703,Female,576.92,42,Pennsylvania,pennsylvania,0.6876691101972703
2005,RI,0.692396798652064,Female,657.5,44,Rhode Island,rhode island,0.692396798652064
2005,SC,0.6999206999207,Female,538.4000000000001,45,South Carolina,south carolina,0.6999206999207
2005,SD,0.7064391932464413,Female,500,46,South Dakota,south dakota,0.7064391932464413
2005,TN,0.7665679404753304,Female,530.5799999999999,47,Tennessee,tennessee,0.7665679404753304
2005,TX,0.7499967499967499,Female,576.92,48,Texas,texas,0.7499967499967499
2005,UT,0.6727875,Female,538.23,49,Utah,utah,0.6727875
2005,VA,0.6911627906976745,Female,653.84,51,Virginia,virginia,0.6911627906976745
2005,VT,0.7666666666666667,Female,607.2,50,Vermont,vermont,0.7666666666666667
2005,WA,0.7157894736842105,Female,680,53,Washington,washington,0.7157894736842105
2005,WI,0.660091533180778,Female,576.92,55,Wisconsin,wisconsin,0.660091533180778
2005,WV,0.6985877716350102,Female,510.5,54,West Virginia,west virginia,0.6985877716350102
2005,WY,0.5882352941176471,Female,500,56,Wyoming,wyoming,0.5882352941176471
2006,AK,0.6830970709725873,Female,727.635,02,Alaska,alaska,0.6830970709725873
2006,AL,0.7011848605281727,Female,566.3399999999999,01,Alabama,alabama,0.7011848605281727
2006,AR,0.8,Female,560,05,Arkansas,arkansas,0.8
2006,AZ,0.7576388888888889,Female,654.6,04,Arizona,arizona,0.7576388888888889
2006,CA,0.7171704167799091,Female,752.05,06,California,california,0.7171704167799091
2006,CO,0.7149646916892869,Female,687.46,08,Colorado,colorado,0.7149646916892869
2006,CT,0.6868125,Female,769.23,09,Connecticut,connecticut,0.6868125
2006,DC,0.6808398396286136,Female,903.4200000000001,11,District of Columbia,district of columbia,0.6808398396286136
2006,DE,0.7065217391304348,Female,650,10,Delaware,delaware,0.7065217391304348
2006,FL,0.7130566918579122,Female,617.065,12,Florida,florida,0.7130566918579122
2006,GA,0.7050474462256845,Female,610,13,Georgia,georgia,0.7050474462256845
2006,HI,0.7500541711809317,Female,692.3,15,Hawaii,hawaii,0.7500541711809317
2006,IA,0.7187112763320942,Female,580,19,Iowa,iowa,0.7187112763320942
2006,ID,0.7301643489254108,Female,577.56,16,Idaho,idaho,0.7301643489254108
2006,IL,0.682388461616924,Female,669,17,Illinois,illinois,0.682388461616924
2006,IN,0.72115,Female,576.92,18,Indiana,indiana,0.72115
2006,KS,0.6772118221835245,Female,560,20,Kansas,kansas,0.6772118221835245
2006,KY,0.7325925925925927,Female,553.84,21,Kentucky,kentucky,0.7325925925925927
2006,LA,0.6664891053445957,Female,525.5,22,Louisiana,louisiana,0.6664891053445957
2006,MA,0.6854560409949985,Female,725,25,Massachusetts,massachusetts,0.6854560409949985
2006,MD,0.7075471698113207,Female,750,24,Maryland,maryland,0.7075471698113207
2006,ME,0.7428592653121866,Female,600,23,Maine,maine,0.7428592653121866
2006,MI,0.6870638754696726,Female,640,26,Michigan,michigan,0.6870638754696726
2006,MN,0.6990497165463518,Female,685.6,27,Minnesota,minnesota,0.6990497165463518
2006,MO,0.7091249999999999,Female,567.3,29,Missouri,missouri,0.7091249999999999
2006,MS,0.7,Female,504,28,Mississippi,mississippi,0.7
2006,MT,0.6940719251190541,Female,507.2,30,Montana,montana,0.6940719251190541
2006,NC,0.7511979166666666,Female,576.92,37,North Carolina,north carolina,0.7511979166666666
2006,ND,0.7143066666666666,Female,535.73,38,North Dakota,north dakota,0.7143066666666666
2006,NE,0.6933353142913741,Female,560,31,Nebraska,nebraska,0.6933353142913741
2006,NH,0.7,Female,700,33,New Hampshire,new hampshire,0.7
2006,NJ,0.7000017333425779,Female,807.69,34,New Jersey,new jersey,0.7000017333425779
2006,NM,0.6857506857506858,Female,527.5,35,New Mexico,new mexico,0.6857506857506858
2006,NV,0.7326261295615799,Female,634,32,Nevada,nevada,0.7326261295615799
2006,NY,0.7523455478845813,Female,680,36,New York,new york,0.7523455478845813
2006,OH,0.6933370311308327,Female,600,39,Ohio,ohio,0.6933370311308327
