state,year,gdp,pop,unemp_rate,poverty_rate,gdp_per_capita
AL,2000,119851.7,4452.173,4.6,14.6,26919.820950353904
AL,2001,122915.5,4467.634,5.2,15.7,27512.4372318771
AL,2002,127505,4480.089,5.9,15.4,28460.372104214894
AL,2003,134152.6,4503.491,6,15.3,29788.579570826278
AL,2004,147715.2,4530.729,5.6,16.1,32602.965218180125
AL,2005,158846.8,4569.805,4.4,16.9,34760.08276064295
AL,2006,166469,4628.981,4,16.6,35962.34246802914
AL,2007,172975.2,4672.84,4.1,16.6,37017.14588986569
AL,2008,174526.3,4718.206,5.8,15.9,36989.97034042176
AL,2009,170930.9,4757.938,10.1,17.5,35925.41558969452
AL,2010,177249.2,4785.514,10.4,18.9,37038.69636574044
AL,2011,183916.6,4799.642,9.6,19.1,38318.816278380764
AL,2012,189245.5,4816.632,8.2,19,39290.00596267267
AL,2013,194786.9,4831.586,7.3,18.9,40315.312611635185
AL,2014,197406.9,4843.737,6.7,19.2,40755.08228460794
AL,2015,202372.4,4854.803,6.1,18.5,41684.98701183138
AL,2016,207368.4,4866.824,5.9,17.2,42608.56772301608
AL,2017,214606.3,4877.989,4.5,16.9,43994.8306566497
AL,2018,223859.3,4891.628,3.9,16.8,45763.76208493369
AL,2019,231561.9,4907.965,3.2,15.6,47180.8376791603
AL,2020,230892.1,5024.803,6.5,14.9,45950.478058542794
AK,2000,26806.6,627.963,6.3,8.5,42688.18385796615
AK,2001,28494.1,633.714,6.3,8.7,44963.658685148184
AK,2002,29756.8,642.337,7.2,9.3,46325.83830606053
AK,2003,32037.9,648.414,7.7,9.8,49409.63643598072
AK,2004,35302.4,659.286,7.4,10,53546.41233091557
AK,2005,40356.6,666.946,6.9,10.8,60509.54650001649
AK,2006,45094.1,675.302,6.6,10.9,66776.19790849132
AK,2007,49583.7,680.3,6.3,9.8,72885.05071292077
AK,2008,55122.5,687.455,6.5,9.2,80183.43018815777
AK,2009,49957.8,698.895,8,9.1,71481.12377395746
AK,2010,53331.6,713.982,8.2,11,74696.00073951445
AK,2011,56896.3,722.349,7.8,10.8,78765.6659038775
AK,2012,58283.6,730.81,7.2,10.8,79752.05593793189
AK,2013,57247.7,737.626,7,10.1,77610.74040231771
AK,2014,56484.9,737.075,6.7,11.4,76633.85679883322
AK,2015,51490.9,738.43,6.3,10.4,69730.23847893505
AK,2016,50727.7,742.575,6.6,9.9,68313.2343534323
AK,2017,53301.5,740.983,6.5,11,71933.49914910329
AK,2018,54899.6,736.624,6,11.1,74528.66048350312
AK,2019,54728.2,733.603,5.5,10.2,74601.930471931
AK,2020,50475.2,732.441,8.2,9.6,68913.67359282181
AZ,2000,165110.7,5160.586,4,12.5,31994.56418321485
AZ,2001,171909.6,5273.477,4.7,13.2,32598.909599871207
AZ,2002,180522.3,5396.255,6.2,13.6,33453.25600810191
AZ,2003,193634.9,5510.364,5.8,13.9,35140.128673895226
AZ,2004,206541.1,5652.404,5,14.6,36540.3994477394
AZ,2005,227915.9,5839.077,4.7,14.4,39032.864269472724
AZ,2006,245957,6029.141,4.3,14.2,40794.70027322301
AZ,2007,261392,6167.681,3.8,14.1,42380.920803134926
AZ,2008,262926,6280.362,5.8,14.7,41864.784227405995
AZ,2009,246424.3,6343.154,9.7,16.5,38848.85973129455
AZ,2010,251153,6407.342,10.3,17.6,39197.68915097711
AZ,2011,260915.7,6473.416,9.4,19,40305.72112158403
AZ,2012,271440,6556.344,8.3,18.7,41401.122332812316
AZ,2013,278591.6,6634.69,7.8,18.6,41990.14573401319
AZ,2014,287666.6,6732.873,6.8,18.2,42725.68337469012
AZ,2015,299393.3,6832.81,6.1,17.4,43817.00940023211
AZ,2016,313081.4,6944.767,5.5,16.4,45081.627648558984
AZ,2017,332001.8,7048.088,5,14.9,47105.229106106504
AZ,2018,351879.5,7164.228,4.8,14.1,49116.178323749606
AZ,2019,372393.5,7291.843,4.9,13.5,51069.873555972066
AZ,2020,382072.3,7177.986,7.7,12.8,53228.3428805796
AR,2000,68678.5,2678.588,4.2,15,25639.814708346337
AR,2001,70616.7,2691.571,4.8,15.9,26236.238984593012
AR,2002,74113.9,2705.927,5.3,16.3,27389.467639001345
AR,2003,78695.1,2724.816,5.8,16,28880.885902020545
AR,2004,85199.6,2749.686,5.6,15.6,30985.210674964343
AR,2005,90887.7,2781.097,5.3,17.2,32680.52139137901
AR,2006,95875.1,2821.761,5.2,17.3,33977.04483122419
AR,2007,98381.6,2848.65,5.4,17.6,34536.218910712094
AR,2008,99706.8,2874.554,5.4,17.3,34686.006942294356
AR,2009,97508.1,2896.843,7.7,18.5,33660.12586805706
AR,2010,101486.5,2921.998,7.9,18.7,34731.88551121527
AR,2011,105768.1,2941.038,7.9,19.3,35962.84713084292
AR,2012,108492.1,2952.876,7.3,19.6,36741.163530063575
AR,2013,113227.3,2960.459,7.1,19.4,38246.53541900091
AR,2014,116139.4,2968.759,5.9,18.7,39120.5214030509
AR,2015,117786.8,2979.732,5,18.7,39529.32679851745
AR,2016,119152.4,2991.815,4,17.2,39826.125612713346
AR,2017,122466.7,3003.855,3.7,16.3,40769.8440836858
AR,2018,127535.7,3012.161,3.6,16.8,42340.26667233259
AR,2019,131578.3,3020.985,3.5,16,43554.7677330407
AR,2020,133969.1,3012.232,6.1,15.2,44475.02715594284
CA,2000,1356975.4,33987.977,4.9,12.7,39925.15941740222
CA,2001,1375761.3,34479.458,5.5,12.9,39900.89693405274
CA,2002,1418429.6,34871.843,6.8,13.3,40675.49856771264
CA,2003,1497918.7,35253.159,6.9,13.7,42490.33966005713
CA,2004,1588177.4,35574.576,6.2,13.2,44643.60727728701
CA,2005,1698560.4,35827.943,5.4,13.3,47408.817190537564
CA,2006,1812210,36021.202,4.9,13.1,50309.537144262984
CA,2007,1898902,36250.311,5.3,12.4,52383.05403779846
CA,2008,1944695.3,36604.337,7.3,13.3,53127.45590775213
CA,2009,1890165.9,36961.229,11.5,14.2,51139.15178523961
CA,2010,1954092.7,37319.55,12.5,15.8,52361.10028121989
CA,2011,2023500,37636.311,11.9,16.6,53764.56794609864
CA,2012,2113096.4,37944.551,10.5,17,55689.060597923526
CA,2013,2220389.9,38253.768,9,16.8,58043.691277680155
CA,2014,2335286.5,38586.706,7.6,16.4,60520.49376798321
CA,2015,2473555.9,38904.296,6.3,15.4,63580.533625386764
CA,2016,2569634,39149.186,5.5,14.4,65636.97135363173
CA,2017,2728743.1,39337.785,4.8,13.3,69366.97376326603
CA,2018,2897200.7,39437.463,4.3,12.8,73463.16115719714
CA,2019,3042694.1,39437.61,4.1,11.8,77152.0916201565
CA,2020,3020173.4,39499.738,10.2,11.5,76460.59323228928
CO,2000,180063.2,4326.921,2.7,8.9,41614.6261972428
CO,2001,186695.8,4425.687,3.8,8.7,42184.591906296126
CO,2002,190019,4490.406,5.7,9.5,42316.6635711782
CO,2003,196126.5,4528.732,6.1,10,43307.15529203318
CO,2004,204167.2,4575.013,5.6,10.2,44626.5835747352
CO,2005,220783.7,4631.888,5.1,10.9,47666.027330539946
CO,2006,232646.7,4720.423,4.2,11.6,49285.13821748602
CO,2007,248446.5,4803.868,3.7,11.5,51718.011402478165
CO,2008,258871.7,4889.73,4.9,11.2,52941.92112856948
CO,2009,251227.7,4972.195,7.9,12.6,50526.51796641122
CO,2010,258300.2,5047.539,9.2,13.2,51173.49266642616
CO,2011,267516.1,5121.9,8.7,13.4,52229.85610808489
CO,2012,276823.1,5193.66,8,13.6,53300.196778379795
CO,2013,292140.5,5270.774,6.7,12.9,55426.4895440404
CO,2014,309542.6,5352.637,5,12.1,57829.925698305335
CO,2015,320721.1,5454.328,3.7,11.5,58801.212541673325
CO,2016,329911.7,5543.844,3.1,11,59509.55690672393
CO,2017,349156.5,5617.421,2.6,10.3,62156.01429908849
CO,2018,372212.1,5697.155,3,9.7,65332.977600223276
CO,2019,394534.7,5758.486,2.6,9.4,68513.6162526053
CO,2020,391263.3,5784.308,6.9,9,67642.19678481852
CT,2000,165614.3,3411.777,2.1,7.3,48541.94749539609
CT,2001,171216.6,3432.835,2.9,7.1,49876.1519269059
CT,2002,173248.3,3458.749,4.4,7.8,50089.87353520015
CT,2003,178702.2,3484.336,5.5,8,51287.30409466826
CT,2004,195354.9,3496.094,5.1,9.1,55878.045613190036
CT,2005,205214.6,3506.956,4.8,8.3,58516.44560125647
CT,2006,219768.4,3517.46,4.4,8.3,62479.28903242681
CT,2007,234540.7,3527.27,4.5,7.9,66493.54883521817
CT,2008,238936.8,3545.579,5.6,9.1,67390.06520514702
CT,2009,233290.7,3561.807,8.3,9.3,65497.84982734887
CT,2010,234700,3579.173,9.6,10.1,65573.8071336591
CT,2011,233158.7,3588.632,9,10.8,64971.47102294133
CT,2012,240911.9,3595.211,8.4,10.6,67009.11295609632
CT,2013,241517.4,3595.792,8,10.7,67166.67704917303
CT,2014,246597,3595.697,6.6,10.8,68581.14017949787
CT,2015,259487.8,3588.561,5.6,10.6,72309.70854334091
CT,2016,263670.3,3579.83,4.8,9.9,73654.41934393533
CT,2017,271443.2,3575.324,4.4,9.7,75921.28713369754
CT,2018,279923,3574.561,3.9,10.3,78309.75607913811
CT,2019,288536.3,3566.022,3.5,9.9,80912.65281033039
CT,2020,276223.3,3600.26,7.8,9.7,76723.1533278152
DE,2000,43451.3,786.373,3.6,8.7,55255.33048566011
DE,2001,46096.1,795.699,3.6,8.4,57931.57965512084
DE,2002,45508.3,806.169,4.3,9.3,56450.07436406014
DE,2003,47686.1,818.003,4.5,9,58295.75197156978
DE,2004,51353.7,830.803,4.3,9.6,61812.12634042005
DE,2005,52153.5,845.15,4.5,10.3,61709.164053718276
DE,2006,55174.4,859.268,3.9,10.7,64210.933026715764
DE,2007,56612.8,871.749,3.6,10.3,64941.62884041164
DE,2008,55459.8,883.874,5,10.3,62746.27379015561
DE,2009,57849.7,891.73,8.4,11.2,64873.560382627016
DE,2010,58163.5,899.647,8.7,11.9,64651.46885389491
DE,2011,61372.2,907.59,7.6,12.6,67621.06237397944
DE,2012,62354.6,915.518,7.1,12.7,68108.5462000747
DE,2013,61716.2,924.062,6.6,12.9,66787.94280037486
DE,2014,68354.7,933.131,5.6,13,73253.05878810157
DE,2015,71913.9,942.065,4.8,12.6,76336.45236793639
DE,2016,69355,949.989,4.5,11.8,73006.10849178252
DE,2017,68302.5,957.942,4.5,13,71301.28963966503
DE,2018,72168.3,966.985,3.8,12.2,74632.2848854946
DE,2019,76923.7,976.668,3.7,11.2,78761.36005275078
DE,2020,75818.6,991.886,7.6,10.9,76438.82462299097
DC,2000,61092.9,572.046,5.7,16.3,106797.18064631167
DC,2001,65442.9,574.504,6.5,17.5,113912.00061270242
DC,2002,69919.5,573.158,7,17.2,121989.92249955509
DC,2003,73957.1,568.502,7.3,17.5,130091.18701429373
DC,2004,80140.1,567.754,8.1,18.3,141152.85845630325
DC,2005,84867.6,567.136,7,18.3,149642.41381255997
DC,2006,88125,570.681,6.3,18.1,154420.77097362623
DC,2007,93785.4,574.404,6,17.1,163274.28081977143
DC,2008,99496.5,580.236,6.8,16.9,171475.91669596508
DC,2009,100446,592.228,10,17.6,169606.9756917944
DC,2010,106146.9,605.282,10,18.8,175367.67985831396
DC,2011,109730.4,620.29,10.2,19.1,176901.7717519225
DC,2012,112157,635.737,9,18.8,176420.438011316
DC,2013,114540.1,651.559,8.4,18.8,175793.90354518933
DC,2014,119414.6,663.603,7.7,18.4,179948.8549629824
DC,2015,124604.7,677.014,6.9,17.7,184050.4036844142
DC,2016,129648.6,687.576,6.2,18.5,188558.93748472896
DC,2017,133243.5,697.079,6.1,16.6,191145.47992408322
DC,2018,139722.5,704.147,5.6,16.1,198428.02710229537
DC,2019,143990.8,708.253,5.4,14.1,203304.18649832753
DC,2020,144720,690.093,8,15,209710.86505731838
FL,2000,490429.8,16047.515,3.8,11.7,30561.10556681206
FL,2001,519058.6,16356.966,4.4,12.6,31733.18328105591
FL,2002,553010.3,16689.37,4.9,12.8,33135.480847988874
FL,2003,590483.1,17004.085,4.5,13,34725.955557149944
FL,2004,646630.6,17415.318,3.8,11.9,37129.990965424804
FL,2005,705851.9,17842.038,2.9,12.8,39561.17008606304
FL,2006,750523.8,18166.99,2.5,12.6,41312.50141052535
FL,2007,782712.5,18367.842,3.3,12.1,42613.19865447449
FL,2008,763341.5,18527.305,5.7,13.3,41200.892412577006
FL,2009,735421,18652.644,9.6,15,39427.171826149686
FL,2010,746928.9,18846.143,10.8,16.5,39632.98485000352
FL,2011,755240,19055.607,10,17,39633.47900699254
FL,2012,778545,19302.016,8.6,17.2,40334.90594972049
FL,2013,811751.7,19551.678,7.5,17.1,41518.26252457718
FL,2014,851692.4,19853.88,6.4,16.6,42898.03302931215
FL,2015,908519.9,20219.111,5.5,15.8,44933.72136885741
FL,2016,953352.5,20627.237,4.9,14.8,46218.13866782061
FL,2017,1003144,20977.089,4.3,14.1,47820.93454434979
FL,2018,1057255.4,21254.926,3.7,13.7,49741.66459106938
FL,2019,1111392.2,21492.056,3.2,12.7,51711.767361856866
FL,2020,1116726.8,21569.932,8.2,12.4,51772.383890686346
GA,2000,305572,8227.303,3.5,12.3,37141.21140305638
GA,2001,317475.5,8377.038,4.1,12.7,37898.300091273304
GA,2002,327051.3,8508.256,5.3,13,38439.2876754061
GA,2003,342576.2,8622.793,5.1,13.4,39729.14576518305
GA,2004,364782,8769.252,5.1,13.7,41597.84665784493
GA,2005,389537.7,8925.922,5.7,14.5,43641.17230690566
GA,2006,406015.6,9155.813,5.1,14.8,44345.117140334776
GA,2007,419606.3,9349.988,4.9,14.3,44877.736741480316
GA,2008,416377.6,9504.843,6.8,14.7,43806.88876186592
GA,2009,409590.8,9620.846,10.4,16.6,42573.262268203856
GA,2010,418091.3,9712.209,10.7,18,43048.01307303004
GA,2011,431653.9,9803.63,10.1,19.2,44030.00725241569
GA,2012,447764.7,9903.58,9,19.2,45212.408038305344
GA,2013,464752.8,9975.592,8.1,19,46588.99441757441
GA,2014,490079.3,10071.204,7.1,18.4,48661.441074969785
GA,2015,521008.2,10183.353,6.1,17.2,51162.735888660645
GA,2016,547546.7,10308.442,5.4,16.1,53116.33901611902
GA,2017,573777.2,10417.031,4.8,15.1,55080.684697972
GA,2018,602366.4,10519.389,4,14.5,57262.489294767984
GA,2019,637992.5,10628.02,3.6,13.5,60029.290498136055
GA,2020,625425.7,10725.8,6.5,14,58310.40108896306
HI,2000,41096.8,1213.519,4.2,9.9,33865.80679824544
HI,2001,42585.4,1225.948,4.3,10.4,34736.709876764755
HI,2002,44644.2,1239.613,4,11,36014.627145730155
HI,2003,48166.1,1251.154,3.9,10.8,38497.33925639849
HI,2004,52353.5,1273.569,3.3,9,41107.70598216508
HI,2005,57369.4,1292.729,2.8,9.9,44378.52016934717
HI,2006,60846.5,1309.731,2.5,9.4,46457.249618433096
HI,2007,64163.6,1315.675,2.7,8.5,48768.57886636137
HI,2008,65678.2,1332.213,4,9.3,49300.07438750409
HI,2009,64549.7,1346.717,6.7,10.4,47931.15405835079
HI,2010,66872.9,1364.004,6.8,11.1,49026.909011997035
HI,2011,69083.9,1379.562,6.8,12.1,50076.69100772564
HI,2012,71905.3,1395.199,5.9,11.8,51537.66595302892
HI,2013,74554.9,1408.822,4.8,11.2,52920.02822216008
HI,2014,76773.3,1415.335,4.2,11.5,54243.90691956322
HI,2015,81230.3,1422.999,3.4,10.7,57083.87707932331
HI,2016,83914.4,1428.885,2.9,9.5,58727.189381930664
HI,2017,87217.4,1425.763,2.2,9.5,61172.438897628854
HI,2018,90330.8,1423.102,2.4,9,63474.578772287576
HI,2019,91912.7,1415.615,2.5,9,64927.7522490225
HI,2020,82535.5,1451.911,12,8.9,56846.115223316025
ID,2000,38083.1,1299.43,4.7,11.2,29307.542537881993
ID,2001,37489,1319.962,5.1,11.5,28401.57519686173
ID,2002,38673.2,1340.372,5.6,11.7,28852.587192212308
ID,2003,40490.6,1363.38,5.6,11.7,29698.6900203905
ID,2004,44327.9,1391.802,4.9,11.5,31849.286033501892
ID,2005,48642.8,1428.241,4,13.4,34057.83757783176
ID,2006,51125.8,1468.669,3.4,12.8,34810.975107393155
ID,2007,53934.5,1505.105,3.1,12.1,35834.37700359776
ID,2008,56200.8,1534.32,5,12.5,36629.12560613171
ID,2009,54064.1,1554.439,8.7,14.4,34780.45777286854
ID,2010,55587.6,1570.819,8.8,15.8,35387.654465600426
ID,2011,56941.1,1584.272,8.2,16.5,35941.492369997075
ID,2012,58323.9,1595.91,7.4,16,36545.857849126834
ID,2013,61835.8,1612.053,6.8,15.6,38358.416255544944
ID,2014,64575.2,1632.248,4.4,14.8,39562.125363302635
ID,2015,65899.9,1652.495,3.9,14.7,39879.03140402845
ID,2016,68837.4,1684.036,3.7,13.8,40876.44207130963
ID,2017,71730.3,1719.745,3.2,12.6,41709.84651794307
ID,2018,77395.4,1752.074,2.9,11.7,44173.59084148272
ID,2019,82847.2,1789.06,3,11,46307.66994958246
ID,2020,85927.8,1847.772,5.5,10.1,46503.4647131789
IL,2000,487014.6,12434.161,4.4,10,39167.467752749864
IL,2001,501552.8,12488.445,5.4,10.1,40161.34915115533
IL,2002,514361.1,12525.556,6.6,11.3,41064.93156870641
IL,2003,533022.5,12556.006,6.7,11.4,42451.59647104342
IL,2004,563060.8,12589.773,6.2,11.9,44723.66578809643
IL,2005,589811.8,12609.903,5.7,12,46773.69841782289
IL,2006,624242.9,12643.955,4.6,12.3,49370.85745718014
IL,2007,650145.2,12695.866,5.1,11.9,51209.204634012356
IL,2008,654657.5,12747.038,6.5,12.2,51357.61735392959
IL,2009,649862.7,12796.778,10.2,13.3,50783.30654794511
IL,2010,666404.8,12840.545,10.5,13.8,51898.48250210564
IL,2011,692880.8,12867.783,9.8,14.9,53846.16759545914
IL,2012,726399.1,12883.029,9,14.7,56384.18573768637
IL,2013,741121.5,12895.778,9.1,14.6,57470.08827230121
IL,2014,771356.1,12885.092,7.2,14.3,59864.22914170888
IL,2015,799930.5,12859.585,6,13.6,62205.001172277334
IL,2016,807043.2,12821.709,5.9,13,62943.496845857284
IL,2017,824913.4,12779.893,4.9,12.5,64547.754820795446
IL,2018,865661,12724.685,4.4,12.1,68030.05339621374
IL,2019,889540.1,12667.017,4,11.4,70224.90772689419
IL,2020,856942.9,12785.245,9.2,11,67025.92715274521
IN,2000,203801.1,6091.866,3,8.8,33454.62621797656
IN,2001,205470.9,6127.76,4.2,9,33531.15983654712
IN,2002,212837.8,6155.967,5.2,9.6,34574.22692486818
IN,2003,225442.7,6196.638,5.3,10,36381.45394325117
IN,2004,239743.6,6233.007,5.4,11.1,38463.55378712073
IN,2005,248170.5,6278.616,5.4,12.2,39526.30643441166
IN,2006,259602.8,6332.669,5,12.5,40994.21586695909
IN,2007,273509.5,6379.599,4.6,12.3,42872.522238466714
IN,2008,275538.7,6424.806,5.9,12.9,42886.69572279693
IN,2009,263326.8,6459.325,10.5,14.4,40766.92224032697
IN,2010,282562.2,6490.555,10.1,15.3,43534.36647559416
IN,2011,291356.1,6517.25,8.9,15.8,44705.374199240476
IN,2012,300513.9,6538.989,8.2,15.5,45957.24201401777
IN,2013,312138.5,6570.575,7.5,15.8,47505.50750885577
IN,2014,327958.3,6596.019,5.9,15.2,49720.64210245604
IN,2015,331945.7,6611.442,4.8,14.4,50207.76103004458
IN,2016,340500.7,6637.898,4.4,14,51296.46463383439
IN,2017,352601,6662.068,3.5,13.3,52926.65880924662
IN,2018,373196.8,6698.481,3.4,13,55713.646123651015
IN,2019,381132.3,6731.01,3.3,11.9,56623.344787780734
IN,2020,373781.6,6785.644,7.2,11.6,55084.17476661021
IA,2000,93112,2929.067,2.7,8.3,31788.962150746298
IA,2001,94837.8,2931.997,3.3,8.2,32345.803900890758
IA,2002,98557,2934.234,4,9.1,33588.6640261138
IA,2003,105123.3,2941.999,4.4,9.1,35731.92920867751
IA,2004,117188.5,2953.635,4.5,10.5,39676.026320110635
IA,2005,123190.9,2964.454,4.3,10.8,41556.01672348432
IA,2006,127896.3,2982.644,3.7,11,42880.17611220113
IA,2007,137930.2,2999.212,3.7,11,45988.81306156417
IA,2008,137548.5,3016.734,4.1,11.4,45595.170140953764
IA,2009,136894.6,3032.87,6.4,11.8,45136.98246215631
IA,2010,142233.9,3050.819,6.1,12.5,46621.54654209247
IA,2011,148477.6,3066.772,5.6,12.7,48414.94574751563
IA,2012,158538.4,3076.844,5.1,12.7,51526.304226018605
IA,2013,162200.3,3093.935,4.7,12.6,52425.244874245895
IA,2014,173095.9,3110.643,4.2,12.3,55646.34064404047
IA,2015,180299.3,3122.541,3.7,12.1,57741.21140442991
IA,2016,181011.4,3133.21,3.6,11.7,57771.86974380906
IA,2017,184561.3,3143.734,3.1,10.8,58707.67055991378
IA,2018,191516.6,3149.9,2.5,11.2,60800.85082066098
IA,2019,195708.7,3159.596,2.6,11,61941.05195727555
IA,2020,196982.9,3188.669,5.1,10.2,61775.90085392996
KS,2000,86099,2693.681,3.8,8.9,31963.324536201577
KS,2001,88883.6,2702.162,4.3,9.5,32893.512676146
KS,2002,91584.2,2713.535,5.1,10,33750.88215187937
KS,2003,95359.9,2723.004,5.5,10.4,35020.110143062586
KS,2004,99083,2734.373,5.5,11.1,36236.09507554383
KS,2005,105526.3,2745.299,5.1,11.7,38438.90956868451
KS,2006,114091.9,2762.931,4.4,12.2,41293.79271505513
KS,2007,123878.7,2783.785,4.3,11.2,44500.09609219103
KS,2008,128604.3,2808.076,4.6,11.3,45798.01258940285
KS,2009,125348.9,2832.704,6.9,13.2,44250.61707824043
KS,2010,128591.3,2858.266,7,13.5,44989.269718073825
KS,2011,136358.9,2869.677,6.4,13.8,47517.15959670722
KS,2012,141818.2,2886.024,5.7,14,49139.64679434406
KS,2013,144483.2,2894.306,5.3,13.9,49919.80806452393
KS,2014,150183.6,2901.861,4.5,13.5,51754.2363331669
KS,2015,154958.2,2910.717,4.2,12.9,53237.12336170092
KS,2016,160451,2912.977,4,12.2,55081.4510378901
KS,2017,165182.5,2910.892,3.6,11.9,56746.35129025742
KS,2018,172343,2912.748,3.3,11.9,59168.524019242315
KS,2019,176564.4,2912.635,3.1,11.3,60620.160095583546
KS,2020,177580.9,2935.88,5.7,10.6,60486.429963077506
KY,2000,114169.2,4049.021,4.1,13.9,28196.741879086327
KY,2001,117647.9,4068.132,5.2,14.7,28919.391012877655
KY,2002,122435.3,4089.875,5.8,14.8,29936.196094012656
KY,2003,127982.2,4117.17,6.2,15,31084.99284702842
KY,2004,135529.3,4146.101,5.5,16.3,32688.37396869975
KY,2005,145011.1,4182.742,5.9,16.9,34668.90857719649
KY,2006,153408.4,4219.239,5.7,17,36359.25815058118
KY,2007,157163.7,4256.672,5.4,17.2,36921.731343171385
KY,2008,159883.8,4289.878,6.5,17.3,37270.01094203612
KY,2009,157479.8,4317.074,10.8,18.4,36478.364744268925
KY,2010,166408.7,4348.464,10.3,18.9,38268.38626236759
KY,2011,171586.9,4370.817,9.4,19.1,39257.39741563191
KY,2012,178143.7,4387.865,8.2,19.3,40599.1752253089
KY,2013,184524.4,4406.906,7.9,18.8,41871.64418755472
KY,2014,187983.8,4416.992,6.4,19,42559.23488201926
KY,2015,193413.1,4429.126,5.2,18.3,43668.457388658615
KY,2016,196484.9,4440.306,5,18.2,44250.306172592616
KY,2017,201872.2,4455.59,4.8,17.1,45307.62480389802
KY,2018,208558.6,4464.273,4.2,16.7,46717.259450754915
KY,2019,218494.7,4472.345,4.1,16,48854.616537856535
KY,2020,216865.6,4503.958,6.4,14.9,48150.00495120071
LA,2000,132640.8,4471.885,5.2,17.3,29661.048975991103
LA,2001,137901.2,4477.875,5.6,18.3,30796.125394299754
LA,2002,139800.9,4497.267,6,18.1,31085.74607645043
LA,2003,155092.4,4521.042,6.3,18.1,34304.5696102801
LA,2004,171006.1,4552.238,5.7,19.2,37565.28107713173
LA,2005,199594.7,4576.628,7.2,20.2,43611.73772480525
LA,2006,207773.8,4302.665,4.1,19.4,48289.560074976784
LA,2007,203041,4375.581,4.1,18.8,46403.20908240529
LA,2008,212392.4,4435.586,4.7,17.6,47883.72945536396
LA,2009,204906.9,4491.648,6.8,17.6,45619.53652645978
LA,2010,225308.9,4544.635,7.5,18.8,49576.89671447762
LA,2011,229945,4576.244,7.4,20.5,50247.539248344285
LA,2012,235384.7,4602.067,6.7,20.1,51147.60389190336
LA,2013,230832.5,4626.04,6.4,20,49898.50930817719
LA,2014,240737.3,4645.938,6.3,19.9,51816.72678369793
LA,2015,235113.5,4666.998,6.3,19.5,50377.887455704935
LA,2016,227090.7,4681.346,6.1,20.1,48509.70212413268
LA,2017,241213.4,4673.673,5.1,19.6,51611.09902211816
LA,2018,256677.8,4664.45,4.8,18.7,55028.524263310785
LA,2019,255481.9,4658.285,4.6,18.8,54844.62629487032
LA,2020,232527.8,4651.203,8.7,17.8,49993.044810127605
ME,2000,36890.3,1277.072,3.3,9.9,28886.62502975557
ME,2001,38605.7,1285.692,3.8,10.2,30027.17602660668
ME,2002,40466.2,1295.96,4.5,11,31224.883484058148
ME,2003,42315.2,1306.513,5.1,10.7,32387.89051467532
ME,2004,45210,1313.688,4.7,11.5,34414.56418875715
ME,2005,47078.5,1318.787,4.9,12.3,35698.33490927648
ME,2006,49045.4,1323.619,4.7,12.7,37054.01629925228
ME,2007,50459.3,1327.04,4.7,12.2,38023.9480347239
ME,2008,50713.2,1330.509,5.3,12.6,38115.63845114915
ME,2009,51123.8,1329.59,8.4,12.6,38450.80062274837
ME,2010,52256.2,1327.651,8.4,13.1,39359.892019815445
ME,2011,52575.5,1328.473,7.7,14.2,39575.88900941156
ME,2012,53679.7,1328.094,7.2,14.4,40418.59988826091
ME,2013,54470.1,1328.543,6.7,14,40999.87730920264
ME,2014,56410.8,1331.217,5.6,14,42375.36029062129
ME,2015,58131.3,1329.098,4.4,13.2,43737.40687293187
ME,2016,60254.4,1332.348,3.8,12.3,45224.22069909664
ME,2017,62253.6,1335.743,3.4,11.3,46605.97135826278
ME,2018,65477.1,1340.123,3.1,11.6,48859.02264195152
ME,2019,68690.4,1345.77,2.8,10.9,51041.70846429925
ME,2020,70740,1362.28,5,10.6,51927.650703232815
MD,2000,192021.4,5311.034,3.5,7.9,36155.18183464839
MD,2001,205981,5374.691,4.2,7.7,38324.24971035545
MD,2002,217837.1,5440.389,4.8,8.3,40040.721352829736
MD,2003,228959.3,5496.269,4.8,8.8,41657.22238121896
MD,2004,245124.5,5546.935,4.6,9.2,44190.98114544338
MD,2005,262100,5592.379,4.5,8.3,46867.3528743313
MD,2006,274145.3,5627.367,4.2,8,48716.442343284165
MD,2007,282965.6,5653.408,3.7,8.3,50052.21629148294
MD,2008,295400.2,5684.965,4.5,8.2,51961.65675602225
MD,2009,299102.7,5730.388,7.6,9.2,52195.88970240759
MD,2010,314728.3,5788.784,7.8,9.9,54368.637696621605
MD,2011,326281.2,5840.241,7.3,10.2,55867.76299128752
MD,2012,332523.5,5888.375,6.9,10.4,56471.18262678583
MD,2013,340577.6,5925.197,6.5,10.2,57479.540342709275
MD,2014,352761.3,5960.064,5.7,10.4,59187.502013401194
MD,2015,369728.1,5988.528,5,9.9,61739.39572462547
MD,2016,387733.4,6007.014,4.3,9.7,64546.77814967637
MD,2017,400157,6028.186,4,9.4,66380.99753391815
MD,2018,410812.2,6042.153,3.6,9.1,67991.02902558079
MD,2019,420371.3,6054.954,3.4,9.1,69426.01050313511
MD,2020,410931,6172.679,6.7,9,66572.5530195236
MA,2000,288791,6361.104,2.8,8.4,45399.509267573674
MA,2001,296868.7,6397.634,3.8,8.2,46402.88894300612
MA,2002,301836.4,6417.206,5.2,9,47035.48553685202
MA,2003,311188.6,6422.565,5.7,9.5,48452.38623509454
